"id","time1","x","y","SL","TA","state","track_length","rep"
"1_1",29,-8.69811597703114,-2.28842862245338,0.714844427148949,2.7858446937699,1,1000,"1"
"1_1",30,-8.580985657605,-2.41920193073617,0.175559590703826,0.742898011693558,1,1000,"1"
"1_1",31,-10.6834734692714,-1.03064219482881,2.51963353255766,-2.8848935259669,1,1000,"1"
"1_1",32,-12.4841717055525,-1.02551857165561,1.80070552552608,0.580831668796859,1,1000,"1"
"1_1",33,-12.4553841085572,-1.00070574977257,0.0380052874027302,-2.42736933467746,1,1000,"1"
"1_1",34,-10.9641236695026,-1.2101304145961,1.50589388315564,-0.850900201411564,1,1000,"1"
"1_1",35,-13.4494934563464,-1.11894978635433,2.48704179384313,-3.03874092552472,1,1000,"1"
"1_1",36,-13.00930519406,-1.89018369960602,0.88801320666096,2.12610761669563,1,1000,"1"
"1_1",37,-13.1767729390177,-1.62701455521497,0.311934999897026,-3.09351376950051,1,1000,"1"
"1_1",38,-14.7944317249467,-1.68603953094161,1.61873527652078,1.04054837542793,2,1000,"1"
"1_1",39,-13.330715018847,2.08462924378223,4.04480031699872,-1.97754769046757,2,1000,"1"
"1_1",40,-12.3401421781725,1.93730917522964,1.00146780042102,-1.34815661492296,2,1000,"1"
"1_1",41,-10.9803486962115,1.19171712116365,1.55078877500135,-0.353906937118766,2,1000,"1"
"1_1",42,-11.3414591424221,-1.95815673712039,3.17050565012328,-1.18339396236571,2,1000,"1"
"1_1",43,-12.6390340343536,-1.17981122207898,1.51311676382095,-1.99695831220931,2,1000,"1"
"1_1",44,-14.3505053094288,3.30212166291225,4.79758859334285,-0.665718453319998,2,1000,"1"
"1_1",45,-15.1303521847837,2.04242713044881,1.4815503582798,2.22249312579385,2,1000,"1"
"1_1",46,-15.6012883351865,2.18297388257763,0.491461338550856,-1.30649427919944,2,1000,"1"
"1_1",47,-10.23256104622,2.14270010486303,5.36887834472574,-2.85906796882265,2,1000,"1"
"1_1",48,-9.3281150105186,3.38527234224054,1.53688268797502,0.949103031093713,2,1000,"1"
"1_1",49,-12.4737085586642,-1.81994369759356,6.08186096449775,-3.05598468447426,2,1000,"1"
"1_1",50,-13.0033299576389,3.95360058904787,5.79778513365767,-2.50652947453359,2,1000,"1"
"1_1",51,-10.2987940080847,7.80192630104427,4.70362897006596,-0.704067414182433,2,1000,"1"
"1_1",52,-9.84726464884974,6.09886378558381,1.76190257784522,-2.26983646395963,2,1000,"1"
"1_1",53,-9.62754394519441,8.68135270756794,2.59181909472586,2.79755085626227,2,1000,"1"
"1_1",54,-15.1215772301373,8.10119090234648,5.52458047785517,1.76088152369205,2,1000,"1"
"1_1",55,-11.7952968757936,10.6448177466204,4.18738325432529,-2.59395450932577,2,1000,"1"
"1_1",56,-11.9666702943726,10.2709235829364,0.411297573822681,-2.65341699440553,2,1000,"1"
"1_1",57,-10.8565380194725,11.9394679313599,2.00410426635718,2.98429005083642,2,1000,"1"
"1_1",58,-9.3402227838977,10.0617876246473,2.41348197172727,-1.87519024122324,2,1000,"1"
"1_1",59,-10.0155907507472,9.32437791793041,0.99994748172428,-1.42083754207816,2,1000,"1"
"1_1",60,-9.27536923901542,5.02653979656812,4.36111687574015,0.912069453022251,2,1000,"1"
"1_1",61,-12.6680342001193,0.114308297448606,5.96994085726515,-0.774985457757891,2,1000,"1"
"1_1",62,-13.4515066803056,1.05760648971069,1.22623024213818,-1.84406146572765,2,1000,"1"
"1_1",63,-12.7607488140914,-0.0303576604060809,1.28872511486205,3.01418204612944,2,1000,"1"
"1_1",64,-8.66363689694075,0.251153543046908,4.10677180024982,1.07370523668143,2,1000,"1"
"1_1",65,-8.69409015258159,0.334136335254517,0.0883942564972277,1.85391789357255,1,1000,"1"
"1_1",66,-9.01133258199944,0.341426009067249,0.317326170315703,1.19609871168529,1,1000,"1"
"1_1",67,-7.40523947655719,0.395543084781171,1.60700458033975,-3.08493634009712,1,1000,"1"
"1_1",68,-7.94322085617164,-1.02675580170317,1.52064397125247,-1.96609342363461,1,1000,"1"
"1_1",69,-7.75118354426032,-0.222736092700334,0.826635361952982,-3.01443170989012,1,1000,"1"
"1_1",70,-7.95700100980025,-0.476601692783783,0.326815807492553,2.6947948328581,1,1000,"1"
"1_1",71,-8.40437002162184,-0.569154058191528,0.456842394136959,-0.685540934653826,1,1000,"1"
"1_1",72,-12.0885182588437,3.56586626410961,5.53817129562353,-1.04700032106879,2,1000,"1"
"1_1",73,-11.9424853854952,4.40735651711317,0.854067588659351,-0.899628992244267,2,1000,"1"
"1_1",74,-11.4511533362134,4.32704584284666,0.497852374758423,-1.5609890541912,2,1000,"1"
"1_1",75,-14.9854874853763,4.59466260308394,3.54445152432621,-3.05514540252051,2,1000,"1"
"1_1",76,-13.5379845307139,4.85844549940785,1.47134163950777,-2.88576264693457,2,1000,"1"
"1_1",77,-16.7308006861564,3.11270344294746,3.63891334468811,-2.82148630702987,2,1000,"1"
"1_1",78,-15.3641293425001,1.9495545625188,1.79463251937928,1.93610955864305,2,1000,"1"
"1_1",79,-15.2342941068904,2.01810605484953,0.146821304675476,1.19090845174007,2,1000,"1"
"1_1",80,-17.7248522716576,2.61865633019379,2.56194078879754,2.41919195881549,2,1000,"1"
"1_1",81,-41.5376818526717,26.1177919872505,33.4553467966359,-0.542154014417941,3,1000,"1"
"1_1",82,-45.7361828131729,10.2045177909699,16.4578159535626,2.09160608910003,3,1000,"1"
"1_1",83,-47.8093880204861,8.8435085723554,2.48002538793137,-0.73192393429248,3,1000,"1"
"1_1",84,-74.8086105372435,-32.2865083810672,49.1999625111464,0.408995772855215,3,1000,"1"
"1_1",85,-67.9437370198098,-31.1282097039357,6.96190665233358,2.31883660854802,3,1000,"1"
"1_1",86,-56.0281392939166,-15.7406344188225,19.4617301985291,0.744729230458535,3,1000,"1"
"1_1",87,-48.3386590322287,-12.1666044523186,8.47949272635781,-0.476794291966953,3,1000,"1"
"1_1",88,-39.1069299132372,1.71650514157008,16.6722990173029,0.548886475144582,3,1000,"1"
"1_1",89,-32.7216194920843,-1.063559477489,6.96426223376373,-1.39460872102308,3,1000,"1"
"1_1",90,-18.4873153202206,7.91993741170353,16.8320715188377,0.973618598235882,3,1000,"1"
"1_1",91,-20.8735586345691,22.0382491345871,14.318550312786,1.1752462909893,3,1000,"1"
"1_1",92,-19.7033698201554,23.4996835349374,1.87219987392007,-0.84261045841281,3,1000,"1"
"1_1",93,7.07796041682749,-3.21429309031094,37.8269242259617,-1.6797601827027,3,1000,"1"
"1_1",94,21.6742381251276,-3.51161129465978,14.5993054989768,0.76377247030124,3,1000,"1"
"1_1",95,19.0466774214006,-27.1815462201555,23.8153289842692,-1.66098541340909,3,1000,"1"
"1_1",96,26.9173393836897,-39.8572554449778,14.9204867238596,0.6662191752169,3,1000,"1"
"1_1",97,17.6429298041117,-60.6381174200949,22.7565132979249,-0.975432621610394,3,1000,"1"
"1_1",98,15.6053983045,-63.1218799007806,3.21257072643894,-0.267252176076703,3,1000,"1"
"1_1",99,-5.93115609952346,-68.2630953271675,22.1417088694161,-0.649440235843234,3,1000,"1"
"1_1",100,-7.83963363061565,-66.819187058487,2.39314804703925,-0.882031216766077,3,1000,"1"
"1_1",101,-39.5455986680664,-24.8211258862271,52.6222895851647,-0.276445412815211,3,1000,"1"
"1_1",102,-38.6997089387491,-23.5531143646905,1.52426462693123,-1.23495657235382,3,1000,"1"
"1_1",103,-48.5670000639902,7.64738849452405,32.7236124658956,0.894603561161499,3,1000,"1"
"1_1",104,-79.3159209736434,21.6170750212504,33.7734848477783,0.838058668268529,3,1000,"1"
"1_1",105,-91.8264470106336,33.8679575166599,17.5099224338243,-0.348476505046937,3,1000,"1"
"1_1",106,-87.6006629718018,73.2937921978183,39.6516543292821,-0.902659073923342,3,1000,"1"
"1_1",107,-88.7100769788309,81.7161080312402,8.495069360335,0.237744626182521,3,1000,"1"
"1_1",108,-63.2545024120825,106.361043899963,35.4310476912095,-0.93254614597377,3,1000,"1"
"1_1",109,-48.0427518765804,131.968386195273,29.7847835947068,0.265552390327396,3,1000,"1"
"1_1",110,-23.6520693421478,132.135744525921,24.3912566979709,-1.02791025673896,3,1000,"1"
"1_1",111,-25.7217608047236,129.323289759161,3.4919227605042,-2.21207503928974,3,1000,"1"
"1_1",112,-33.5798362058106,130.851672083817,8.00532957094763,-1.12847898721853,3,1000,"1"
"1_1",113,-21.918260672687,153.10234574919,25.1214016821849,-1.86143752873018,3,1000,"1"
"1_1",114,-21.669715342331,153.607101406155,0.562630477737806,0.0251861574381695,3,1000,"1"
"1_1",115,-20.4023201353292,178.21965788607,24.6451664041397,0.406106552068819,3,1000,"1"
"1_1",116,-49.742595505248,238.761870090255,67.2771225407217,0.502720609910227,3,1000,"1"
"1_1",117,-51.0841030068629,241.920563051349,3.4317610055707,-0.0496528444428952,3,1000,"1"
"1_1",118,-43.9893946243864,247.108215313929,8.78900580440289,-1.34105541036019,3,1000,"1"
"1_1",119,-34.2822967506067,255.806929532193,13.0343921293697,0.0993064478346677,3,1000,"1"
"1_1",120,-30.4303905811081,282.953651938038,27.418638159446,0.699178390862301,3,1000,"1"
"1_1",121,-29.181429953848,281.837713736999,1.67487931415477,-2.15905381348614,2,1000,"1"
"1_1",122,-29.7721421119525,281.514283994018,0.673459466024058,-1.9114428331635,2,1000,"1"
"1_1",123,-29.0692871112602,280.504112704856,1.23063040164205,1.67774201524923,2,1000,"1"
"1_1",124,-31.772478221538,280.491906779396,2.70321866731152,-2.17416779216402,2,1000,"1"
"1_1",125,-27.7216899555052,273.767617222937,7.85015640706144,2.10847163759834,2,1000,"1"
"1_1",126,-29.4395216682226,273.733335237222,1.71817375365891,-2.09303308713789,2,1000,"1"
"1_1",127,-30.2276858226299,270.757891879931,3.07806203750606,1.29189981052696,2,1000,"1"
"1_1",128,-30.6342176239195,270.561098073538,0.451659061344373,-0.861023233668034,2,1000,"1"
"1_1",129,-34.1037532501566,270.687186693123,3.47182600395202,-0.487156128168137,2,1000,"1"
"1_1",130,-31.9719000255009,267.411821619722,3.90804484819866,2.18411206704584,2,1000,"1"
"1_1",131,-30.4604939890473,267.756824470103,1.55028228842351,1.21822727799884,2,1000,"1"
"1_1",132,-30.6545156805929,267.72101954263,0.197297768921997,3.09965938939859,1,1000,"1"
"1_1",133,-30.5638158708044,267.747229874242,0.0944110003067302,-3.04276514456515,1,1000,"1"
"1_1",134,-32.0225041916489,267.301600428885,1.52524005321701,-3.12641283566021,1,1000,"1"
"1_1",135,-31.8288867775382,267.522078396217,0.293425011076717,-2.58791471646862,1,1000,"1"
"1_1",136,-30.8203944599891,268.070979611407,1.14819392900017,-0.351732736701682,1,1000,"1"
"1_1",137,-30.0730582294856,269.107239116962,1.27763265623485,0.447552085132333,1,1000,"1"
"1_1",138,-30.9377970847854,267.846519074219,1.52878654953551,-3.11799469547865,1,1000,"1"
"1_1",139,-30.2044405402491,268.016610310258,0.752823252823484,2.39990794214105,1,1000,"1"
"1_1",140,-31.4547091976152,267.742912838464,1.27987578368322,3.12919829561024,1,1000,"1"
"1_1",141,-30.9102017995841,267.337954375945,0.678586518342264,2.2866146519563,1,1000,"1"
"1_1",142,-30.2914841621945,266.069965124366,1.41088917244979,-0.47736692275398,1,1000,"1"
"1_1",143,-29.1080379553517,265.054736578204,1.55924145834911,0.407795387392199,1,1000,"1"
"1_1",144,-29.5042716487933,268.812504146369,3.77860003654415,2.3848902939449,2,1000,"1"
"1_1",145,-29.5954096493246,272.191456347705,3.38018107711031,-0.0780899745894588,2,1000,"1"
"1_1",146,-24.8607753941123,273.416112659024,4.89045443813607,-1.34465038649733,2,1000,"1"
"1_1",147,-27.3709910882682,272.826224938296,2.57859464713874,3.11928804926778,2,1000,"1"
"1_1",148,-28.0728369384168,273.738943530513,1.15136563521265,-1.14607668644281,2,1000,"1"
"1_1",149,-35.7815344510491,281.098950518782,10.6580354760451,0.153007375868612,3,1000,"1"
"1_1",150,-43.2159253806054,298.482721403484,18.9067622470188,-0.404410240224557,3,1000,"1"
"1_1",151,-55.4435385990792,305.724230013847,14.2110510510151,0.631988883818334,3,1000,"1"
"1_1",152,-70.960620755738,300.805614077943,16.2779796467939,0.84164533023547,3,1000,"1"
"1_1",153,-83.9648769944773,321.133217557784,24.1313518800018,-1.30863369199849,3,1000,"1"
"1_1",154,-87.7372189894992,334.032098390266,13.4391849030352,-0.284603893993813,3,1000,"1"
"1_1",155,-98.4651438217872,364.761749785955,32.5484230970994,0.0513582475405186,3,1000,"1"
"1_1",156,-134.688773077327,360.986396307482,36.419838142559,1.33876617519112,3,1000,"1"
"1_1",157,-146.602365990315,351.397743060484,15.2930038641067,0.573842603436758,3,1000,"1"
"1_1",158,-146.950904284825,352.364419115646,1.0275901606984,-1.90244213320901,3,1000,"1"
"1_1",159,-155.499868333701,352.348115840327,8.54897959441732,1.2266580094575,3,1000,"1"
"1_1",160,-139.880678134351,309.502826126337,45.6034861952369,1.91846574369021,3,1000,"1"
"1_1",161,-118.100474312852,299.975830589662,23.772692789457,0.80888047414766,3,1000,"1"
"1_1",162,-110.014030339857,296.079910382788,8.97601082813,-0.0366295982474854,3,1000,"1"
"1_1",163,-109.980748245758,296.187881090227,0.112983943339298,1.72075596022632,3,1000,"1"
"1_1",164,-96.4824669033709,340.724784136805,46.5375045761853,0.00472851817484758,3,1000,"1"
"1_1",165,-97.8300097616388,344.186037835115,3.71431674994673,0.665548448106447,3,1000,"1"
"1_1",166,-124.526592142675,332.933546469893,28.9711248099181,1.5984273446724,3,1000,"1"
"1_1",167,-138.984754313359,325.678427175137,16.176378127842,0.0661886906565075,3,1000,"1"
"1_1",168,-155.674848317406,324.579410286541,16.7262391464833,-0.399333791289455,3,1000,"1"
"1_1",169,-158.952286415658,307.223841349835,17.6623150692268,1.31839998031767,3,1000,"1"
"1_1",170,-158.962968402391,307.243816171874,0.0226516744649902,-2.46387267227679,1,1000,"1"
"1_1",171,-159.071365744197,306.783585716751,0.472823493000322,2.41920284538174,1,1000,"1"
"1_1",172,-155.483525445795,306.28824373381,3.62187267679318,1.66491494324806,3,1000,"1"
"1_1",173,-128.624167729265,330.184404935927,35.9506831248323,0.864276627696462,3,1000,"1"
"1_1",174,-142.993394677428,359.346669585794,32.5101885967567,1.30153131886863,3,1000,"1"
"1_1",175,-136.949766270091,373.476137151049,15.3677356173109,-0.862000167464254,3,1000,"1"
"1_1",176,-137.755394832964,377.852319891385,4.44972052584578,0.586238089879575,3,1000,"1"
"1_1",177,-151.588775690545,389.346625680154,17.985591219547,0.69543392400654,3,1000,"1"
"1_1",178,-153.670288340165,387.25009235065,2.95434373630573,1.48230018259893,3,1000,"1"
"1_1",179,-163.263755464982,380.178571142548,11.9180964785317,-0.153787505346697,3,1000,"1"
"1_1",180,-163.402551296797,381.269560935083,1.09978316514864,-2.07946177432958,3,1000,"1"
"1_1",181,-161.746890568582,383.636576480468,2.88859395537848,-0.736911749023031,3,1000,"1"
"1_1",182,-161.004346642936,384.192738606631,0.927732608077773,-0.317566940680308,3,1000,"1"
"1_1",183,-148.678232123466,382.810722343996,12.4033490677833,-0.754512658403717,3,1000,"1"
"1_1",184,-150.588871376609,378.47052529909,4.7421358842048,-1.87383237923873,3,1000,"1"
"1_1",185,-152.366332206202,350.261017076873,28.265451016038,0.35176464082217,3,1000,"1"
"1_1",186,-150.924097639763,339.36474945277,10.9913005909546,0.194521585377784,3,1000,"1"
"1_1",187,-165.50782615053,311.428283634482,31.513985144569,-0.612712932523463,3,1000,"1"
"1_1",188,-186.791744127353,302.181508715137,23.2057753771152,-0.679832228414244,3,1000,"1"
"1_1",189,-186.899772820675,303.336112611751,1.15964665163861,-1.8873511578572,1,1000,"1"
"1_1",190,-186.858219943624,302.871769282932,0.466198850931867,3.13755049595425,1,1000,"1"
"1_1",191,-186.688898132744,303.267632846895,0.430555265805711,2.64816422265144,1,1000,"1"
"1_1",192,-185.18239814368,302.378738877546,1.74919258682228,-1.69968071393692,1,1000,"1"
"1_1",193,-185.764460658727,302.9815710675,0.837975787637678,2.87173072450955,1,1000,"1"
"1_1",194,-185.782758493829,302.513851143503,0.468077705165747,2.33461999392048,1,1000,"1"
"1_1",195,-186.370932134173,303.374016917936,1.04203329634978,-2.50272681816724,1,1000,"1"
"1_1",196,-187.540649015537,303.434019471989,1.17125483522618,0.919780177158536,1,1000,"1"
"1_1",197,-189.7488337983,302.563815746379,2.37346467403526,0.426645147345793,1,1000,"1"
"1_1",198,-190.309550705327,302.437084190831,0.574860276064945,-0.1531111919042,1,1000,"1"
"1_1",199,-187.629812265858,316.169591906548,13.9915248013292,-1.98579508117777,3,1000,"1"
"1_1",200,-188.390332257107,316.860665197149,1.02760544474589,1.02591994392122,3,1000,"1"
"1_1",201,-195.221790770659,327.339343468632,12.5088578111527,-0.255466348647831,3,1000,"1"
"1_1",202,-195.694853158099,328.100091902792,0.895838268041027,-0.0214146885448588,3,1000,"1"
"1_1",203,-237.279955988957,324.524002278711,41.7385816056623,1.10025738957527,3,1000,"1"
"1_1",204,-243.67754078554,322.818933064847,6.62090267663981,0.174679809927455,3,1000,"1"
"1_1",205,-266.019805885088,326.066981601509,22.5771262359715,-0.404828765582284,3,1000,"1"
"1_1",206,-273.036379036375,325.456795530085,7.04305514880561,0.231110818720229,3,1000,"1"
"1_1",207,-297.28468980307,311.333570460194,28.0614693380979,0.44066355137186,3,1000,"1"
"1_1",208,-299.397157897109,310.885593559705,2.15944547319557,-0.31844136124874,3,1000,"1"
"1_1",209,-329.977038821796,322.186142078379,32.6010968249671,-0.562944455196074,3,1000,"1"
"1_1",210,-351.34346339326,321.584701592134,21.3748878272276,0.382118384862314,3,1000,"1"
"1_1",211,-362.271959540673,282.001420928828,41.0641953058148,1.27327682192653,3,1000,"1"
"1_1",212,-373.434543826276,266.969229919032,18.7235160824078,-0.369356432243466,3,1000,"1"
"1_1",213,-405.799010823515,239.022046872799,42.7610075212809,-0.219774087275055,3,1000,"1"
"1_1",214,-405.790830046609,239.029830403585,0.0112919645006323,-3.09336047885845,1,1000,"1"
"1_1",215,-405.979290482597,238.619364020399,0.451663577963091,-2.76174272456936,1,1000,"1"
"1_1",216,-406.702839155366,238.195352380857,0.838634933885013,-0.610295591986541,1,1000,"1"
"1_1",217,-393.123721039503,203.964456613558,36.8258967825122,1.41837337744022,3,1000,"1"
"1_1",218,-382.214101376011,199.312378429362,11.8600856925205,0.790072390465926,3,1000,"1"
"1_1",219,-430.098425041954,143.113697045763,73.8322439195784,-1.87340912069497,3,1000,"1"
"1_1",220,-431.921088283016,139.249217845744,4.27273925926886,0.26497783559435,3,1000,"1"
"1_1",221,-403.133651401804,107.045825614368,43.194617643841,1.1701565291415,3,1000,"1"
"1_1",222,-394.798825361911,97.9408465422854,12.3438231119191,0.0118172644162407,3,1000,"1"
"1_1",223,-391.242174931533,92.3252581354486,6.64714942203825,-0.176682677567237,3,1000,"1"
"1_1",224,-342.110854792276,64.311426279573,56.55670953897,0.488006349917598,3,1000,"1"
"1_1",225,-330.830306660347,73.9863215090696,14.8611696665679,1.22713181361464,3,1000,"1"
"1_1",226,-314.837538321396,76.5164213982689,16.1916658992415,-0.552022970332844,3,1000,"1"
"1_1",227,-301.985878777545,75.3272272095843,12.9065617361658,-0.249171979566548,3,1000,"1"
"1_1",228,-300.403971323179,77.826715932102,2.95801877414143,1.0988112860921,1,1000,"1"
"1_1",229,-301.125106347676,76.6835575995991,1.35160892891676,-3.14011648954703,1,1000,"1"
"1_1",230,-300.953142460465,76.9860434557976,0.347950099446448,-3.09575150924274,1,1000,"1"
"1_1",231,-300.910743931684,77.3424461618086,0.358915761836662,0.398531379872891,1,1000,"1"
"1_1",232,-300.946790228401,77.2616283181683,0.0884921429149572,2.8404601784568,1,1000,"1"
"1_1",233,-301.262579641233,77.9493251800301,0.756736365633093,-2.29157715550731,1,1000,"1"
"1_1",234,-302.153182652732,77.7811816246139,0.906336570661481,1.3269202712951,1,1000,"1"
"1_1",235,-300.43756526937,78.0472645680911,1.73612877947006,3.10886028889159,1,1000,"1"
"1_1",236,-301.218260842886,77.3824290507619,1.02542276335701,-2.59004268020903,1,1000,"1"
"1_1",237,-299.598750929683,77.7938691050585,1.6709563959733,2.68496287428313,1,1000,"1"
"1_1",238,-300.283854279926,76.4693551009609,1.49120888797138,-2.2969364517823,1,1000,"1"
"1_1",239,-300.279336360483,76.4715507996574,0.00502321499198716,2.50053080005672,1,1000,"1"
"1_1",240,-300.019802060806,76.3056484354129,0.308028646672143,-1.02115063444367,1,1000,"1"
"1_1",241,-299.612305174014,76.7725877829335,0.619746776521122,1.42203922319856,1,1000,"1"
"1_1",242,-299.607810819217,76.7826031843925,0.0109775904199236,0.295715309520221,1,1000,"1"
"1_1",243,-299.833962401184,76.0385283685155,0.777683656539533,-3.01484786405123,1,1000,"1"
"1_1",244,-299.766528120644,76.2316117139762,0.204520318027812,3.1006509460541,1,1000,"1"
"1_1",245,-299.751575865772,75.5404617954051,0.691311637300099,-2.78395599468979,1,1000,"1"
"1_1",246,-301.128677599327,74.6251637632937,1.6535355067695,-1.00581797402769,1,1000,"1"
"1_1",247,-299.616514090019,76.0374623192239,2.06911229515649,-2.97693823003373,1,1000,"1"
"1_1",248,-298.275451366699,76.060713380775,1.34126426916585,-0.733927231547749,1,1000,"1"
"1_1",249,-297.19476513636,77.6498099875989,1.92174679764593,0.956240356049236,1,1000,"1"
"1_1",250,-298.224038760929,77.0889149756498,1.17218062117623,2.66696830145886,1,1000,"1"
"1_1",251,-301.087432159907,76.161636234922,3.00979527880513,-0.185770508738783,2,1000,"1"
"1_1",252,-303.101474887502,77.3039908564118,2.31545723126565,-0.829130250248688,2,1000,"1"
"1_1",253,-307.480496652429,74.6675625559467,5.11141720085461,1.05788060427041,3,1000,"1"
"1_1",254,-311.305475787698,71.8443704236323,4.75403819938411,0.0939053800617211,2,1000,"1"
"1_1",255,-311.985472128635,74.0085343180413,2.2684797520699,-1.90219398711193,2,1000,"1"
"1_1",256,-316.116155607949,77.7304151121337,5.56012074074925,0.532971357699202,2,1000,"1"
"1_1",257,-318.05448037667,79.1116224310189,2.38009171394355,0.114267651957792,2,1000,"1"
"1_1",258,-315.755137691167,77.8333532098384,2.63076965681059,-3.02985809987714,2,1000,"1"
"1_1",259,-317.650906658851,77.4802678716177,1.9283695794375,-2.45007021251585,2,1000,"1"
"1_1",260,-318.301411027221,76.6325666680437,1.06852855076953,0.732128595294689,2,1000,"1"
"1_1",261,-315.620523562339,77.5490158113804,2.83320253982737,2.55471654484991,2,1000,"1"
"1_1",262,-314.764393595832,74.2087361530323,3.44824980468736,-1.64928430580284,2,1000,"1"
"1_1",263,-317.637022846876,77.4672691082558,4.34396545039578,-2.66995673889513,2,1000,"1"
"1_1",264,-318.311921585374,77.2070255033775,0.72333604991518,1.21629130926654,2,1000,"1"
"1_1",265,-319.727101445971,77.0851767654741,1.4204158379737,-0.282145291592471,2,1000,"1"
"1_1",266,-320.750027986521,77.7009061976114,1.19394365066456,-0.627726289399588,2,1000,"1"
"1_1",267,-320.082621685287,77.0517489615268,0.931040433110994,2.91189161608815,2,1000,"1"
"1_1",268,-314.110256561208,66.8744214866972,11.8003025260049,-0.268578725453742,3,1000,"1"
"1_1",269,-319.693366893237,58.4517081195432,10.1051086805059,-1.11604479209409,3,1000,"1"
"1_1",270,-319.74277538887,59.4055578401077,0.955128519552066,-2.50447476497447,1,1000,"1"
"1_1",271,-319.975297626547,60.3648424285871,0.98706307433146,0.186052030546238,1,1000,"1"
"1_1",272,-320.959325204155,60.476734805721,0.990368707882479,1.21976923891315,1,1000,"1"
"1_1",273,-320.587398780555,60.5331438939115,0.376179810466219,-2.87785018878153,1,1000,"1"
"1_1",274,-320.998457658647,58.5677896299164,2.00788116786385,-1.92749692712884,1,1000,"1"
"1_1",275,-320.844317395424,59.4117797218506,0.857950171064558,-3.11605416776592,1,1000,"1"
"1_1",276,-321.41656868285,60.0315740628249,0.843573684430946,0.926177630528499,3,1000,"1"
"1_1",277,-319.086612716593,62.2685509492205,3.22997838924103,-1.55129025240115,3,1000,"1"
"1_1",278,-307.291498585459,61.8854815865452,11.8013329545057,-0.797507321352416,3,1000,"1"
"1_1",279,-300.790943073665,71.5357367019848,11.6354907827295,1.01046437158824,3,1000,"1"
"1_1",280,-293.32574305549,25.0722480589207,47.0593772610253,-2.38948854801448,3,1000,"1"
"1_1",281,-302.337781058023,20.6945779900457,10.0190231156049,-1.2779136581126,3,1000,"1"
"1_1",282,-334.111360503999,-0.548465684362118,38.2207699472751,0.137133812247292,3,1000,"1"
"1_1",283,-332.840745719517,-6.58541443467299,6.16921487260921,1.18891842091077,3,1000,"1"
"1_1",284,-287.582015796623,3.81263907595516,46.437831032934,1.58917914669898,3,1000,"1"
"1_1",285,-283.89438286487,4.91184979028582,3.84797360098211,0.0638666646922019,3,1000,"1"
"1_1",286,-257.175787742364,14.9360298240932,28.5371251297423,0.0692304381863692,3,1000,"1"
